sec,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan
0.0,[],[],[],[],,0,0,127,0,0,0
0.172,['note_on'],[0],[64],[65],mp,0,1,0,0,0,62
0.283,['note_on'],[0],[67],[57],p,0,1,0,0,0,0
0.424,['note_on'],[0],[72],[62],mp,0,1,0,0,0,0
0.57,['note_on'],[0],[76],[80],mf,1,1,0,0,0,0
0.692,['note_on'],[0],[67],[54],p,0,1,0,0,0,0
0.809,['note_on'],[0],[72],[62],mp,0,1,0,0,0,0
0.928,['note_on'],[0],[76],[55],p,0,1,0,0,0,0
1.084,['note_on'],[0],[60],[64],mp,0,1,0,0,"[126, 106, 84, 18, 0]",0
1.188,['note_on'],[0],[64],[66],mp,0,1,0,0,"[4, 28, 44, 62, 74, 84, 92, 96, 100, 102]",0
1.338,['note_on'],[0],[67],[68],mp,0,1,0,0,"[104, 108, 110, 114, 120, 124, 127]",0
1.482,['note_on'],[0],[72],[66],mp,0,1,0,0,0,0
1.609,['note_on'],[0],[76],[87],mf,1,1,0,0,0,0
1.719,['note_on'],[0],[67],[77],mf,1,1,0,0,0,0
1.841,['note_on'],[0],[72],[75],mf,0,1,0,0,0,0
1.958,['note_on'],[0],[76],[68],mp,0,1,0,0,0,0
2.146,['note_on'],[0],[60],[64],mp,0,1,0,0,"[120, 102, 80, 58, 28, 1, 0]",0
2.246,['note_on'],[0],[62],[60],p,0,1,0,0,"[6, 28, 48, 62, 72, 78, 82, 86, 88, 92, 94, 96, 98]",0
2.365,['note_on'],[0],[69],[62],mp,0,1,0,0,"[100, 102, 104, 108, 110, 114, 120, 124, 127]",0
2.515,['note_on'],[0],[74],[71],mp,0,1,0,0,0,0
2.643,['note_on'],[0],[77],[75],mf,0,1,0,0,0,0
2.766,['note_on'],[0],[69],[64],mp,0,1,0,0,0,0
2.885,['note_on'],[0],[74],[55],p,0,1,0,0,0,0
3.0,['note_on'],[0],[77],[57],p,0,1,0,0,0,0
3.132,['note_on'],[0],[60],[66],mp,0,1,0,0,"[116, 92, 64, 0]",0
3.236,['note_on'],[0],[62],[64],mp,0,1,0,0,"[4, 18, 28, 36, 44, 52]",0
3.361,['note_on'],[0],[69],[60],p,0,1,0,0,"[60, 66, 72, 80, 86, 96, 102, 110, 118, 126, 127]",0
3.507,['note_on'],[0],[74],[66],mp,0,1,0,0,0,0
3.616,['note_on'],[0],[77],[71],mp,0,1,0,0,0,0
3.754,['note_on'],[0],[69],[60],p,0,1,0,0,0,0
3.862,['note_on'],[0],[74],[56],p,0,1,0,0,0,0
3.968,['note_on'],[0],[77],[65],mp,0,1,0,0,0,0
4.128,['note_on'],[0],[59],[66],mp,0,1,0,0,0,0
4.23,['note_on'],[0],[62],[55],p,0,1,0,0,"[2, 18, 30, 42, 50, 60, 65, 72, 78]",0
4.352,['note_on'],[0],[67],[60],p,0,1,0,0,"[84, 90, 98, 104, 110, 118, 124, 127]",0
4.468,['note_on'],[0],[74],[64],mp,0,1,0,0,0,0
4.606,['note_on'],[0],[77],[66],mp,0,1,0,0,0,0
4.708,['note_on'],[0],[67],[62],mp,0,1,0,0,0,0
4.83,['note_on'],[0],[74],[59],p,0,1,0,0,0,0
4.996,['note_on'],[0],[77],[59],p,0,1,0,0,0,0
5.13,['note_on'],[0],[59],[68],mp,0,1,0,0,"[108, 80, 0]",0
5.252,['note_on'],[0],[62],[54],p,0,1,0,0,"[8, 56, 74, 90, 104, 114, 126, 127]",0
5.36,['note_on'],[0],[67],[55],p,0,1,0,0,0,0
5.48,['note_on'],[0],[74],[60],p,0,1,0,0,0,0
5.601,['note_on'],[0],[77],[73],mp,0,1,0,0,0,0
5.723,['note_on'],[0],[67],[66],mp,0,1,0,0,0,0
5.845,['note_on'],[0],[74],[68],mp,0,1,0,0,0,0
5.947,['note_on'],[0],[77],[56],p,0,1,0,0,114,0
6.099,['note_on'],[0],[60],[55],p,0,1,0,0,"[92, 0]",0
6.202,['note_on'],[0],[64],[60],p,0,1,0,0,"[14, 28, 42, 52, 60, 64, 66, 70, 72, 76, 78, 82, 86, 90, 94]",0
6.306,['note_on'],[0],[67],[47],pp,0,1,0,0,"[98, 104, 110, 120, 127]",0
6.423,['note_on'],[0],[72],[57],p,0,1,0,0,0,0
6.576,['note_on'],[0],[76],[71],mp,0,1,0,0,0,0
6.692,['note_on'],[0],[67],[55],p,0,1,0,0,0,0
6.815,['note_on'],[0],[72],[65],mp,0,1,0,0,0,0
6.916,['note_on'],[0],[76],[68],mp,0,1,0,0,0,0
7.059,['note_on'],[0],[60],[57],p,0,1,0,0,"[118, 96, 40, 0]",0
7.219,['note_on'],[0],[64],[55],p,0,1,0,0,"[4, 28, 48, 64, 76, 90, 100, 108, 116, 122, 126, 127]",0
7.335,['note_on'],[0],[67],[59],p,0,1,0,0,0,0
7.436,['note_on'],[0],[72],[59],p,0,1,0,0,0,0
7.585,['note_on'],[0],[76],[71],mp,0,1,0,0,0,0
7.716,['note_on'],[0],[67],[54],p,0,1,0,0,0,0
7.843,['note_on'],[0],[72],[62],mp,0,1,0,0,0,0
7.95,['note_on'],[0],[76],[71],mp,0,1,0,0,0,0
