sec,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan
38.264,['note_on'],[0],[55],[53],p,0,1,0,0,"[28, 46, 64, 80, 90, 98, 106, 114, 120, 124, 126]",0
38.397,['note_on'],[0],[58],[49],p,0,1,0,0,127,0
38.5,['note_on'],[0],[60],[41],pp,0,1,0,0,0,0
38.614,['note_on'],[0],[64],[57],p,0,1,0,0,0,0
38.73,['note_on'],[0],[58],[56],p,0,1,0,0,0,0
38.859,['note_on'],[0],[60],[48],pp,0,1,0,0,0,0
38.964,['note_on'],[0],[64],[63],mp,0,1,0,0,"[126, 108]",0
39.12,['note_on'],[0],[48],[57],p,0,1,0,0,"[92, 65, 0]",0
39.238,['note_on'],[0],[55],[59],p,0,1,0,0,"[8, 28, 44, 62, 78, 88, 96, 100, 106, 110, 112]",0
39.364,['note_on'],[0],[58],[64],mp,0,1,0,0,"[116, 118, 122, 126, 127]",0
39.488,['note_on'],[0],[60],[57],p,0,1,0,0,0,0
39.609,['note_on'],[0],[64],[63],mp,0,1,0,0,0,0
39.738,['note_on'],[0],[58],[62],mp,0,1,0,0,0,0
39.847,['note_on'],[0],[60],[42],pp,0,1,0,0,0,0
39.951,"['note_on', 'note_on']","[0, 0]","[64, 41]","[58, 63]",p,0,2,0,0,"[124, 80, 52, 12]",0
40.073,[],[],[],[],,0,0,0,0,0,0
40.174,['note_on'],[0],[53],[52],p,0,1,0,0,"[1, 10, 20, 30, 42, 52, 58, 64, 68, 74, 78, 80, 84, 86]",0
40.3,['note_on'],[0],[57],[50],p,0,1,0,0,"[90, 92, 96, 102, 108, 116, 122, 127]",0
40.453,['note_on'],[0],[60],[59],p,0,1,0,0,0,0
40.565,['note_on'],[0],[64],[59],p,0,1,0,0,0,0
40.682,['note_on'],[0],[57],[55],p,0,1,0,0,0,0
40.854,['note_on'],[0],[60],[57],p,0,1,0,0,0,0
40.967,['note_on'],[0],[64],[62],mp,0,1,0,0,0,0
41.143,['note_on'],[0],[41],[53],p,0,1,0,0,"[126, 106, 80, 10, 0]",0
41.258,['note_on'],[0],[53],[57],p,0,1,0,0,"[12, 26, 40, 52, 62, 72, 82, 90, 100, 112, 120, 127]",0
41.366,['note_on'],[0],[57],[55],p,0,1,0,0,0,0
41.485,['note_on'],[0],[60],[63],mp,0,1,0,0,0,0
41.6,['note_on'],[0],[64],[66],mp,0,1,0,0,0,0
41.725,['note_on'],[0],[57],[68],mp,0,1,0,0,0,0
41.846,['note_on'],[0],[60],[58],p,0,1,0,0,0,0
41.97,['note_on'],[0],[64],[57],p,0,1,0,0,0,0
42.128,['note_on'],[0],[42],[57],p,0,1,0,0,"[110, 92, 65, 0]",0
42.242,['note_on'],[0],[48],[55],p,0,1,0,0,"[4, 26, 46, 62, 74, 88, 98, 108, 120, 127]",0
42.346,['note_on'],[0],[57],[48],pp,0,1,0,0,0,0
42.457,['note_on'],[0],[60],[58],p,0,1,0,0,0,0
42.58,['note_on'],[0],[63],[56],p,0,1,0,0,0,0
42.702,['note_on'],[0],[57],[58],p,0,1,0,0,0,0
42.824,['note_on'],[0],[60],[54],p,0,1,0,0,0,0
42.938,['note_on'],[0],[63],[55],p,0,1,0,0,0,0
43.095,['note_on'],[0],[42],[53],p,0,1,0,0,"[114, 92, 65, 32, 0]",0
43.195,['note_on'],[0],[48],[53],p,0,1,0,0,"[38, 56, 70, 82, 92, 98, 102, 106, 110, 112, 114, 116, 120, 124]",0
43.295,['note_on'],[0],[57],[53],p,0,1,0,0,"[126, 127]",0
43.404,['note_on'],[0],[60],[58],p,0,1,0,0,0,0
43.523,['note_on'],[0],[63],[64],mp,0,1,0,0,0,0
43.644,['note_on'],[0],[57],[58],p,0,1,0,0,0,0
43.841,['note_on'],[0],[60],[62],mp,0,1,0,0,0,0
43.947,['note_on'],[0],[63],[58],p,0,1,0,0,"[116, 96]",0
44.101,['note_on'],[0],[44],[57],p,0,1,0,0,"[42, 6, 0]",0
44.254,['note_on'],[0],[53],[50],p,0,1,0,0,"[6, 28, 42, 56, 65, 74, 82, 88, 96, 100, 108, 114, 122, 127]",0
44.372,['note_on'],[0],[59],[50],p,0,1,0,0,0,0
44.5,['note_on'],[0],[60],[63],mp,0,1,0,0,0,0
44.604,['note_on'],[0],[62],[64],mp,0,1,0,0,0,0
44.735,['note_on'],[0],[59],[59],p,0,1,0,0,0,0
44.856,['note_on'],[0],[60],[52],p,0,1,0,0,0,0
44.965,['note_on'],[0],[62],[57],p,0,1,0,0,0,0
45.099,['note_on'],[0],[44],[55],p,0,1,0,0,"[108, 56, 0]",0
45.24,['note_on'],[0],[53],[50],p,0,1,0,0,"[1, 46, 62, 74, 86, 96, 102, 110, 116, 120, 124, 127]",0
45.351,['note_on'],[0],[59],[55],p,0,1,0,0,0,0
45.483,['note_on'],[0],[60],[62],mp,0,1,0,0,0,0
45.61,['note_on'],[0],[62],[62],mp,0,1,0,0,0,0
45.717,['note_on'],[0],[59],[53],p,0,1,0,0,0,0
45.857,['note_on'],[0],[60],[53],p,0,1,0,0,0,0
45.961,['note_on'],[0],[62],[59],p,0,1,0,0,112,0
46.101,['note_on'],[0],[43],[62],mp,0,1,0,0,"[90, 60, 0]",0
46.242,['note_on'],[0],[53],[54],p,0,1,0,0,"[20, 44, 64, 78, 90, 102, 110, 120, 124, 127]",0
46.351,['note_on'],[0],[55],[48],pp,0,1,0,0,0,0
46.481,['note_on'],[0],[59],[62],mp,0,1,0,0,0,0
46.616,['note_on'],[0],[62],[64],mp,0,1,0,0,0,0
46.732,['note_on'],[0],[55],[58],p,0,1,0,0,0,0
46.865,['note_on'],[0],[59],[63],mp,0,1,0,0,0,0
46.97,['note_on'],[0],[62],[55],p,0,1,0,0,"[124, 108, 92]",0
47.111,['note_on'],[0],[43],[59],p,0,1,0,0,"[72, 18, 0]",0
47.249,['note_on'],[0],[53],[55],p,0,1,0,0,"[1, 26, 48, 66, 80, 92, 102, 110, 118, 122, 127]",0
47.357,['note_on'],[0],[55],[57],p,0,1,0,0,0,0
47.468,['note_on'],[0],[59],[63],mp,0,1,0,0,0,0
47.57,['note_on'],[0],[62],[64],mp,0,1,0,0,0,0
47.695,['note_on'],[0],[55],[63],mp,0,1,0,0,0,0
47.854,['note_on'],[0],[59],[57],p,0,1,0,0,0,0
47.957,['note_on'],[0],[62],[59],p,0,1,0,0,"[126, 108, 92, 70]",0
48.099,['note_on'],[0],[43],[68],mp,0,1,0,0,"[16, 0]",0
48.231,['note_on'],[0],[52],[62],mp,0,1,0,0,"[10, 34, 58, 78, 96, 112, 126, 127]",0
48.357,['note_on'],[0],[55],[57],p,0,1,0,0,0,0
48.489,['note_on'],[0],[60],[63],mp,0,1,0,0,0,0
48.591,['note_on'],[0],[64],[66],mp,0,1,0,0,0,0
48.694,['note_on'],[0],[55],[55],p,0,1,0,0,0,0
48.853,['note_on'],[0],[60],[63],mp,0,1,0,0,0,0
48.953,['note_on'],[0],[64],[59],p,0,1,0,0,0,0
49.105,['note_on'],[0],[43],[59],p,0,1,0,0,"[120, 96, 70, 40, 0]",0
49.222,['note_on'],[0],[52],[49],p,0,1,0,0,"[4, 30, 56, 74, 90, 102, 110, 120, 124, 127]",0
49.349,['note_on'],[0],[55],[54],p,0,1,0,0,0,0
49.478,['note_on'],[0],[60],[59],p,0,1,0,0,0,0
49.606,['note_on'],[0],[64],[59],p,0,1,0,0,0,0
49.718,['note_on'],[0],[55],[54],p,0,1,0,0,0,0
49.853,['note_on'],[0],[60],[58],p,0,1,0,0,0,0
49.959,['note_on'],[0],[64],[59],p,0,1,0,0,"[120, 98]",0
50.108,['note_on'],[0],[43],[63],mp,0,1,0,0,"[36, 0]",0
50.254,['note_on'],[0],[50],[59],p,0,1,0,0,"[65, 84, 106, 127]",0
50.368,['note_on'],[0],[55],[59],p,0,1,0,0,0,0
50.5,['note_on'],[0],[60],[63],mp,0,1,0,0,0,0
