sec,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan
39.123,['note_on'],[0],[48],[65],mp,0,1,0,0,"[120, 104, 90, 70, 52, 30, 0]",0
39.227,['note_on'],[0],[55],[53],p,0,1,0,0,"[6, 20, 30, 42]",0
39.374,['note_on'],[0],[58],[64],mp,0,1,0,0,"[52, 60, 70, 78, 86, 92, 100, 110, 118, 126, 127]",0
39.51,['note_on'],[0],[60],[52],p,0,1,0,0,0,0
39.622,['note_on'],[0],[64],[57],p,0,1,0,0,0,0
39.734,['note_on'],[0],[58],[56],p,0,1,0,0,0,0
39.846,['note_on'],[0],[60],[60],p,0,1,0,0,0,0
39.95,['note_on'],[0],[64],[63],mp,0,1,0,0,0,0
40.054,['note_on'],[0],[41],[51],p,0,1,0,0,"[116, 94, 10]",0
40.19,['note_on'],[0],[53],[55],p,0,1,0,0,0,0
40.381,['note_on'],[0],[57],[55],p,0,1,0,0,"[8, 36, 50, 58, 66, 74, 82, 90, 96, 102, 110, 118, 124, 127]",0
40.517,['note_on'],[0],[60],[61],p,0,1,0,0,0,0
40.629,['note_on'],[0],[64],[59],p,0,1,0,0,0,0
40.729,['note_on'],[0],[57],[59],p,0,1,0,0,0,0
40.893,['note_on'],[0],[60],[63],mp,0,1,0,0,0,0
41.02,['note_on'],[0],[64],[59],p,0,1,0,0,0,0
41.145,['note_on'],[0],[41],[61],p,0,1,0,0,"[110, 92, 44, 16, 0]",0
41.246,['note_on'],[0],[53],[56],p,0,1,0,0,"[12, 28, 42, 56, 66]",0
41.36,['note_on'],[0],[57],[63],mp,0,1,0,0,"[76, 86, 92, 100, 108, 118, 126, 127]",0
41.472,['note_on'],[0],[60],[67],mp,0,1,0,0,0,0
41.623,['note_on'],[0],[64],[67],mp,0,1,0,0,0,0
41.746,['note_on'],[0],[57],[63],mp,0,1,0,0,0,0
41.875,['note_on'],[0],[60],[67],mp,0,1,0,0,0,0
41.989,['note_on'],[0],[64],[67],mp,0,1,0,0,0,0
42.119,['note_on'],[0],[42],[59],p,0,1,0,0,"[116, 94, 66, 0]",0
42.22,['note_on'],[0],[48],[59],p,0,1,0,0,0,0
42.352,['note_on'],[0],[57],[59],p,0,1,0,0,"[6, 20, 36, 52, 65, 78, 90, 98, 110, 122, 127]",0
42.488,['note_on'],[0],[60],[55],p,0,1,0,0,0,0
42.604,['note_on'],[0],[63],[57],p,0,1,0,0,0,0
42.709,['note_on'],[0],[57],[61],p,0,1,0,0,0,0
42.859,['note_on'],[0],[60],[59],p,0,1,0,0,0,0
42.977,['note_on'],[0],[63],[61],p,0,1,0,0,0,0
43.123,['note_on'],[0],[42],[58],p,0,1,0,0,"[124, 106, 84, 56, 0]",0
43.227,['note_on'],[0],[48],[56],p,0,1,0,0,"[6, 22, 36, 52, 62, 72, 84, 90, 100, 110, 120]",0
43.358,['note_on'],[0],[57],[60],p,0,1,0,0,127,0
43.488,['note_on'],[0],[60],[56],p,0,1,0,0,0,0
43.609,['note_on'],[0],[63],[67],mp,0,1,0,0,0,0
43.733,['note_on'],[0],[57],[59],p,0,1,0,0,0,0
43.864,['note_on'],[0],[60],[60],p,0,1,0,0,0,0
43.977,['note_on'],[0],[63],[61],p,0,1,0,0,0,0
44.105,['note_on'],[0],[44],[59],p,0,1,0,0,"[126, 106, 84, 60, 32, 2, 0]",0
44.212,['note_on'],[0],[53],[59],p,0,1,0,0,"[4, 22, 32, 48]",0
44.347,['note_on'],[0],[59],[61],p,0,1,0,0,"[58, 70, 78, 90, 98, 110, 122, 127]",0
44.473,['note_on'],[0],[60],[57],p,0,1,0,0,0,0
44.599,['note_on'],[0],[62],[61],p,0,1,0,0,0,0
44.739,['note_on'],[0],[59],[59],p,0,1,0,0,0,0
44.866,['note_on'],[0],[60],[59],p,0,1,0,0,0,0
45.0,['note_on'],[0],[62],[55],p,0,1,0,0,0,0
45.129,['note_on'],[0],[44],[57],p,0,1,0,0,"[120, 94, 34, 0]",0
