sec,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan
21.972,"['note_on', 'note_on']","[0, 0]","[72, 71]","[72, 57]",mp,0,2,0,0,"[124, 106, 88, 64, 34]",0
22.123,['note_on'],[0],[55],[62],mp,0,1,0,0,"[4, 0]",0
22.225,['note_on'],[0],[58],[55],p,0,1,0,0,"[1, 14, 28, 38, 52, 60, 70, 78, 86, 90, 96, 100, 104, 110, 114, 118]",0
22.365,['note_on'],[0],[64],[51],p,0,1,0,0,"[122, 126, 127]",0
22.507,['note_on'],[0],[67],[52],p,0,1,0,0,0,0
22.624,['note_on'],[0],[73],[65],mp,0,1,0,0,0,0
22.76,['note_on'],[0],[64],[48],pp,0,1,0,0,0,0
22.891,['note_on'],[0],[67],[54],p,0,1,0,0,0,0
22.995,['note_on'],[0],[73],[62],mp,0,1,0,0,0,0
23.151,['note_on'],[0],[55],[54],p,0,1,0,0,"[122, 100, 0]",0
23.274,['note_on'],[0],[58],[53],p,0,1,0,0,"[4, 18, 46, 60, 72, 82, 92, 100, 108, 116, 122, 127]",0
23.378,['note_on'],[0],[64],[54],p,0,1,0,0,0,0
23.48,['note_on'],[0],[67],[55],p,0,1,0,0,0,0
23.655,['note_on'],[0],[73],[54],p,0,1,0,0,0,0
23.784,['note_on'],[0],[64],[51],p,0,1,0,0,0,0
23.908,['note_on'],[0],[67],[58],p,0,1,0,0,0,0
